"Lengte en gewicht van personen, ondergewicht en overgewicht; vanaf 1981"
"";"";"";"Onderwerpen";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder";"Onder- en overgewicht, 4 jaar of ouder"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1981";"1.3";"91.0";"7.7";"7.0";"0.8"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1982";"1.7";"92.8";"5.5";"4.9";"0.6"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1983";"3.9";"91.0";"5.1";"4.8";"0.3"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1984";"3.4";"90.3";"6.3";"3.8";"2.5"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1985";"4.1";"89.9";"6.0";"5.6";"0.4"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1986";"2.8";"91.5";"5.7";"5.7";"0.0"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1987";"3.0";"89.4";"7.6";"6.9";"0.7"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1988";"3.1";"92.6";"4.3";"4.3";"0.0"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1989";"2.6";"91.4";"6.0";"5.7";"0.3"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1990";"4.1";"85.4";"10.4";"9.1";"1.4"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1991";"1.7";"91.7";"6.5";"6.0";"0.5"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1992";"3.5";"90.1";"6.3";"5.9";"0.4"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1993";"2.2";"91.2";"6.6";"5.0";"1.7"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1994";"2.5";"90.5";"7.0";"6.5";"0.5"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1995";"1.9";"91.4";"6.7";"4.6";"2.1"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1996";"6.4";"85.2";"8.4";"7.5";"0.9"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1997";"5.1";"84.8";"10.1";"9.4";"0.7"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1998";"3.4";"88.3";"8.3";"7.7";"0.6"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"1999";"3.0";"88.1";"8.9";"7.5";"1.4"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2000";"1.7";"89.3";"9.0";"7.7";"1.3"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2001";"1.5";"89.1";"9.3";"8.1";"1.3"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2002";"3.3";"86.9";"9.8";"8.9";"0.9"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2003";"2.0";"90.9";"7.1";"6.7";"0.4"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2004";"0.7";"88.4";"10.9";"9.1";"1.8"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2005";"1.6";"89.3";"9.1";"9.1";"0.0"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2006";"4.3";"84.4";"11.2";"9.4";"1.8"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2007";"3.3";"85.5";"11.2";"8.9";"2.4"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2008";"2.0";"81.5";"16.5";"13.8";"2.7"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2009";"0.0";"87.7";"12.3";"11.2";"1.1"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2010";"3.5";"82.9";"13.7";"9.5";"4.2"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2011";"4.7";"81.2";"14.0";"11.1";"2.9"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2012";"2.1";"81.6";"16.3";"14.6";"1.6"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2013";"5.4";"81.3";"13.4";"12.0";"1.3"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2014";"2.3";"83.9";"13.8";"10.6";"3.2"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2015";"2.0";"84.5";"13.5";"12.8";"0.7"
"Mannen";"16 tot 20 jaar";"Percentages/gemiddelden";"2016";"4.1";"80.1";"15.9";"12.6";"3.2"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1981";"1.3";"61.5";"37.2";"33.1";"4.1"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1982";"1.3";"62.3";"36.4";"32.7";"3.7"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1983";"1.4";"61.9";"36.7";"32.8";"3.9"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1984";"1.9";"59.8";"38.3";"34.2";"4.1"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1985";"1.6";"60.4";"38.0";"34.3";"3.7"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1986";"1.5";"60.8";"37.7";"34.0";"3.6"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1987";"1.0";"59.6";"39.4";"35.2";"4.2"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1988";"0.9";"61.2";"37.8";"34.3";"3.6"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1989";"1.4";"59.6";"39.1";"33.9";"5.1"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1990";"1.6";"58.9";"39.6";"34.3";"5.3"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1991";"1.0";"59.6";"39.4";"34.3";"5.1"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1992";"1.2";"58.1";"40.7";"35.8";"4.9"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1993";"1.2";"58.0";"40.8";"35.2";"5.6"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1994";"1.0";"54.8";"44.2";"37.3";"6.8"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1995";"1.2";"57.6";"41.2";"35.5";"5.7"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1996";"1.4";"56.4";"42.2";"36.2";"6.0"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1997";"1.2";"54.4";"44.4";"37.5";"6.9"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1998";"1.2";"55.0";"43.8";"36.9";"6.9"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"1999";"0.9";"52.2";"46.9";"39.6";"7.2"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2000";"0.8";"51.3";"47.9";"39.3";"8.6"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2001";"0.9";"49.0";"50.1";"41.7";"8.4"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2002";"1.2";"47.9";"50.8";"42.0";"8.8"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2003";"1.3";"47.5";"51.2";"41.8";"9.4"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2004";"1.0";"47.5";"51.5";"41.5";"10.0"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2005";"0.8";"48.7";"50.5";"40.4";"10.1"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2006";"0.9";"47.9";"51.2";"41.3";"9.9"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2007";"1.0";"47.7";"51.3";"40.8";"10.5"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2008";"1.0";"46.6";"52.4";"42.2";"10.1"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2009";"1.1";"46.3";"52.6";"41.3";"11.3"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2010";"1.2";"45.2";"53.6";"43.4";"10.2"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2011";"0.6";"45.9";"53.5";"43.3";"10.2"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2012";"1.1";"45.4";"53.4";"42.2";"11.2"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2013";"0.9";"46.2";"52.9";"42.2";"10.7"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2014";"0.9";"44.4";"54.7";"42.9";"11.8"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2015";"0.6";"45.0";"54.4";"42.2";"12.2"
"Mannen";"20 jaar of ouder";"Percentages/gemiddelden";"2016";"1.0";"45.9";"53.1";"41.0";"12.1"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1981";"2.6";"78.9";"18.5";"17.4";"1.1"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1982";"2.5";"79.1";"18.5";"16.9";"1.6"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1983";"2.9";"78.2";"18.9";"17.0";"2.0"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1984";"4.9";"75.5";"19.6";"18.3";"1.3"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1985";"2.8";"79.0";"18.2";"17.3";"0.9"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1986";"2.3";"80.0";"17.7";"16.3";"1.3"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1987";"2.0";"75.4";"22.5";"20.9";"1.6"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1988";"1.5";"77.6";"20.9";"19.2";"1.7"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1989";"3.3";"79.0";"17.8";"15.7";"2.1"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1990";"2.6";"74.9";"22.5";"19.9";"2.6"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1991";"1.1";"80.1";"18.9";"16.5";"2.3"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1992";"2.6";"77.4";"20.0";"18.9";"1.1"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1993";"2.5";"75.3";"22.1";"19.1";"3.1"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1994";"2.1";"71.3";"26.7";"23.1";"3.6"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1995";"2.1";"75.6";"22.2";"19.6";"2.6"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1996";"3.0";"75.7";"21.3";"18.1";"3.3"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1997";"1.9";"75.6";"22.5";"20.5";"2.0"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1998";"2.7";"71.8";"25.5";"21.8";"3.7"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"1999";"1.8";"69.0";"29.2";"26.1";"3.0"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2000";"2.3";"71.6";"26.1";"22.4";"3.6"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2001";"1.0";"71.6";"27.4";"24.9";"2.5"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2002";"4.6";"66.0";"29.4";"25.9";"3.5"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2003";"4.4";"64.6";"31.0";"26.6";"4.4"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2004";"3.6";"66.4";"30.0";"26.1";"3.9"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2005";"2.5";"71.2";"26.3";"21.9";"4.3"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2006";"2.6";"69.3";"28.1";"24.0";"4.1"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2007";"2.2";"72.3";"25.5";"20.7";"4.8"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2008";"2.8";"71.3";"25.9";"23.2";"2.7"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2009";"3.0";"65.4";"31.6";"25.3";"6.3"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2010";"3.7";"71.3";"25.0";"20.3";"4.7"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2011";"2.3";"70.0";"27.7";"23.7";"4.0"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2012";"3.0";"70.0";"27.0";"21.6";"5.4"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2013";"2.3";"70.2";"27.5";"22.9";"4.6"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2014";"2.0";"71.2";"26.8";"21.1";"5.8"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2015";"2.5";"66.3";"31.2";"26.2";"5.0"
"Mannen";"20 tot 30 jaar";"Percentages/gemiddelden";"2016";"3.4";"67.0";"29.6";"23.6";"6.0"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1981";"1.6";"64.7";"33.7";"29.4";"4.3"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1982";"1.2";"66.8";"32.0";"27.9";"4.1"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1983";"1.0";"68.4";"30.5";"28.4";"2.1"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1984";"1.4";"63.5";"35.1";"31.1";"4.0"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1985";"1.9";"61.6";"36.5";"33.8";"2.7"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1986";"1.9";"63.4";"34.7";"31.9";"2.8"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1987";"0.8";"63.1";"36.0";"33.1";"3.0"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1988";"1.6";"68.5";"29.9";"26.5";"3.4"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1989";"0.8";"64.5";"34.8";"29.8";"5.0"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1990";"2.0";"61.6";"36.4";"32.1";"4.3"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1991";"1.0";"63.8";"35.1";"30.3";"4.8"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1992";"0.9";"63.2";"35.9";"31.4";"4.6"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1993";"0.7";"62.9";"36.3";"32.0";"4.3"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1994";"1.5";"61.5";"37.0";"32.2";"4.8"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1995";"1.2";"60.9";"37.8";"33.1";"4.7"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1996";"1.0";"64.0";"34.9";"29.7";"5.2"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1997";"1.8";"59.6";"38.6";"32.8";"5.8"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1998";"1.3";"61.4";"37.3";"31.2";"6.1"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"1999";"1.4";"58.1";"40.5";"35.3";"5.2"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2000";"0.5";"58.7";"40.7";"33.9";"6.8"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2001";"1.4";"50.9";"47.6";"40.5";"7.2"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2002";"0.6";"53.0";"46.4";"39.0";"7.4"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2003";"0.7";"52.5";"46.7";"38.0";"8.7"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2004";"0.6";"49.4";"50.1";"42.8";"7.3"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2005";"0.6";"52.1";"47.3";"38.2";"9.2"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2006";"1.0";"48.7";"50.2";"42.5";"7.7"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2007";"0.7";"51.0";"48.3";"39.4";"8.9"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2008";"1.4";"50.0";"48.6";"40.1";"8.6"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2009";"1.1";"52.4";"46.5";"37.4";"9.1"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2010";"1.0";"49.9";"49.1";"40.9";"8.2"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2011";"0.6";"50.9";"48.6";"41.2";"7.3"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2012";"1.6";"47.9";"50.5";"41.9";"8.6"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2013";"1.0";"50.8";"48.2";"38.9";"9.3"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2014";"2.0";"51.2";"46.8";"38.3";"8.5"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2015";"0.6";"54.2";"45.3";"36.9";"8.4"
"Mannen";"30 tot 40 jaar";"Percentages/gemiddelden";"2016";"1.9";"54.9";"43.3";"33.2";"10.1"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1981";"0.7";"56.4";"42.9";"36.9";"6.0"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1982";"0.4";"54.9";"44.6";"41.2";"3.4"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1983";"1.2";"55.0";"43.8";"38.8";"5.0"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1984";"0.3";"55.5";"44.2";"38.2";"6.0"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1985";"0.8";"54.6";"44.6";"39.1";"5.5"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1986";"0.5";"49.8";"49.7";"44.7";"5.0"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1987";"0.0";"51.9";"48.1";"41.8";"6.3"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1988";"0.2";"56.0";"43.8";"39.3";"4.5"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1989";"1.1";"52.8";"46.1";"40.1";"6.0"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1990";"1.1";"54.0";"45.0";"38.5";"6.5"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1991";"0.2";"51.7";"48.1";"41.2";"6.9"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1992";"1.0";"49.4";"49.6";"42.5";"7.1"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1993";"0.5";"50.2";"49.2";"41.3";"7.9"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1994";"0.3";"51.2";"48.5";"39.7";"8.8"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1995";"0.5";"52.9";"46.6";"39.8";"6.7"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1996";"0.7";"51.3";"48.0";"41.4";"6.6"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1997";"0.5";"48.7";"50.8";"42.5";"8.3"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1998";"0.3";"50.2";"49.4";"41.6";"7.8"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"1999";"0.4";"48.5";"51.1";"41.5";"9.5"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2000";"0.1";"45.1";"54.8";"44.1";"10.7"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2001";"0.4";"42.6";"57.0";"46.4";"10.6"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2002";"0.6";"44.8";"54.5";"46.0";"8.6"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2003";"0.2";"47.8";"52.0";"42.6";"9.4"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2004";"0.4";"46.5";"53.1";"40.3";"12.8"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2005";"0.5";"48.1";"51.4";"40.6";"10.8"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2006";"0.1";"45.8";"54.1";"43.7";"10.4"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2007";"0.5";"43.9";"55.6";"45.2";"10.4"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2008";"0.5";"45.2";"54.2";"42.7";"11.5"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2009";"0.5";"42.9";"56.6";"45.1";"11.4"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2010";"0.6";"38.7";"60.7";"48.8";"11.9"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2011";"0.2";"39.9";"59.9";"49.9";"10.0"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2012";"1.0";"41.5";"57.5";"45.7";"11.8"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2013";"0.7";"43.1";"56.2";"46.2";"10.0"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2014";"0.5";"39.1";"60.5";"47.1";"13.4"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2015";"0.2";"41.5";"58.3";"42.8";"15.4"
"Mannen";"40 tot 50 jaar";"Percentages/gemiddelden";"2016";"0.3";"40.6";"59.1";"47.2";"11.9"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1981";"0.3";"49.8";"49.9";"46.4";"3.5"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1982";"1.5";"49.1";"49.4";"44.0";"5.4"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1983";"0.4";"46.6";"53.0";"43.5";"9.4"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1984";"1.0";"46.7";"52.3";"46.8";"5.5"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1985";"0.4";"55.1";"44.5";"39.9";"4.6"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1986";"1.0";"51.6";"47.4";"41.2";"6.3"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1987";"2.0";"52.3";"45.7";"41.0";"4.7"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1988";"0.0";"45.2";"54.8";"46.1";"8.7"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1989";"0.0";"48.2";"51.8";"44.3";"7.6"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1990";"0.5";"46.2";"53.3";"46.5";"6.8"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1991";"0.6";"41.3";"58.1";"50.6";"7.4"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1992";"0.8";"44.6";"54.6";"46.6";"8.0"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1993";"1.5";"46.6";"51.8";"43.8";"8.0"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1994";"0.0";"42.5";"57.5";"47.7";"9.8"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1995";"0.4";"45.0";"54.6";"46.1";"8.5"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1996";"0.5";"41.2";"58.4";"46.1";"12.2"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1997";"0.7";"41.0";"58.3";"49.9";"8.4"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1998";"1.1";"39.4";"59.5";"48.5";"11.0"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"1999";"0.2";"42.7";"57.1";"45.4";"11.7"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2000";"0.5";"35.3";"64.2";"50.9";"13.3"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2001";"0.3";"37.2";"62.5";"51.6";"10.9"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2002";"0.3";"37.7";"62.0";"49.1";"12.9"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2003";"0.6";"34.7";"64.7";"50.4";"14.3"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2004";"0.5";"39.1";"60.4";"45.7";"14.7"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2005";"0.5";"43.9";"55.6";"44.3";"11.3"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2006";"1.3";"43.0";"55.7";"41.4";"14.3"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2007";"1.5";"35.4";"63.1";"48.8";"14.2"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2008";"0.6";"38.0";"61.4";"50.2";"11.1"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2009";"1.2";"34.6";"64.2";"46.3";"17.9"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2010";"0.7";"39.9";"59.4";"47.9";"11.5"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2011";"0.4";"36.2";"63.4";"48.7";"14.7"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2012";"0.2";"41.1";"58.8";"45.9";"12.8"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2013";"0.0";"37.7";"62.3";"50.2";"12.1"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2014";"0.9";"36.1";"63.0";"50.0";"13.0"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2015";"0.4";"37.7";"62.0";"48.4";"13.5"
"Mannen";"50 tot 55 jaar";"Percentages/gemiddelden";"2016";"0.6";"38.3";"61.0";"42.8";"18.2"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1981";"0.3";"49.1";"50.6";"44.5";"6.1"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1982";"0.4";"46.7";"52.9";"48.6";"4.3"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1983";"1.1";"47.5";"51.4";"47.1";"4.3"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1984";"1.0";"47.3";"51.6";"48.0";"3.6"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1985";"0.9";"48.0";"51.2";"45.9";"5.3"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1986";"0.8";"48.6";"50.5";"44.5";"6.0"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1987";"0.7";"47.2";"52.1";"46.3";"5.8"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1988";"0.6";"44.4";"55.0";"53.1";"1.9"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1989";"0.3";"42.7";"57.0";"49.4";"7.6"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1990";"1.0";"45.7";"53.3";"45.9";"7.4"
"Mannen";"55 tot 65 jaar";"Percentages/gemiddelden";"1991";"0.9";"45.4";"53.7";"46.2";"7.5"
